Date,Currency,Unit_of_Measure,copper_price
2010-09-27,us dollar,tonne,7922
2010-09-28,us dollar,tonne,7866
2012-02-07,us dollar,tonne,8335.5
2012-02-08,us dollar,tonne,8586
2012-02-09,us dollar,tonne,8520.5
2012-02-10,us dollar,tonne,8591
2012-02-13,us dollar,tonne,8512
2012-02-14,us dollar,tonne,8405
2012-02-15,us dollar,tonne,8395.5
2012-02-16,us dollar,tonne,8209.5
2012-02-17,us dollar,tonne,8370
2012-02-20,us dollar,tonne,8234
2012-02-21,us dollar,tonne,8325
2012-02-22,us dollar,tonne,8391
2012-02-23,us dollar,tonne,8408
2012-02-24,us dollar,tonne,8441
2012-02-27,us dollar,tonne,8436
2012-02-28,us dollar,tonne,8658
2012-02-29,us dollar,tonne,8585
2012-03-01,us dollar,tonne,8570
2012-03-02,us dollar,tonne,8575
2012-03-05,us dollar,tonne,8502
2012-03-06,us dollar,tonne,8335.5
2012-03-07,us dollar,tonne,8261
2012-03-08,us dollar,tonne,8390
2012-03-09,us dollar,tonne,8390.5
2012-03-12,us dollar,tonne,8401.5
2012-03-13,us dollar,tonne,8530
2012-03-14,us dollar,tonne,8468
2012-03-15,us dollar,tonne,8490.5
2012-03-16,us dollar,tonne,8620.5
2012-03-19,us dollar,tonne,8575
2012-03-20,us dollar,tonne,8437
2012-03-21,us dollar,tonne,8470.5
2012-03-22,us dollar,tonne,8320
2012-03-23,us dollar,tonne,8400.5
2012-03-26,us dollar,tonne,8485
2012-03-27,us dollar,tonne,8512
2012-03-28,us dollar,tonne,8480.5
2012-03-29,us dollar,tonne,8360
2012-03-30,us dollar,tonne,8480
2012-04-02,us dollar,tonne,8480
2012-04-03,us dollar,tonne,8575.5
2012-04-04,us dollar,tonne,8451.5
2012-04-05,us dollar,tonne,8365.5
2012-04-10,us dollar,tonne,8256
2012-04-11,us dollar,tonne,8115
2012-04-12,us dollar,tonne,8185
2012-04-13,us dollar,tonne,8165.5
2012-04-16,us dollar,tonne,8054
2012-04-17,us dollar,tonne,8100.5
2012-04-18,us dollar,tonne,8085
2012-04-19,us dollar,tonne,8045.5
2012-04-20,us dollar,tonne,8120.5
2012-04-23,us dollar,tonne,8125
2012-04-24,us dollar,tonne,8194
2012-04-25,us dollar,tonne,8285.5
2012-04-26,us dollar,tonne,8356
2012-04-27,us dollar,tonne,8443.5
2012-04-30,us dollar,tonne,8529.5
2012-05-01,us dollar,tonne,8528
2012-05-02,us dollar,tonne,8401
2012-05-03,us dollar,tonne,8318
2012-05-04,us dollar,tonne,8296
2012-05-08,us dollar,tonne,8234
2012-05-09,us dollar,tonne,8089
2012-05-10,us dollar,tonne,8195.5
2012-05-11,us dollar,tonne,8080
2012-05-14,us dollar,tonne,7980
2012-05-15,us dollar,tonne,7854
2012-05-16,us dollar,tonne,7710
2012-05-17,us dollar,tonne,7708
2012-05-18,us dollar,tonne,7795.5
2012-05-21,us dollar,tonne,7800.5
2012-05-22,us dollar,tonne,7775
2012-05-23,us dollar,tonne,7630.5
2012-05-24,us dollar,tonne,7660.5
2012-05-25,us dollar,tonne,7695.5
2012-05-28,us dollar,tonne,7740
2012-05-29,us dollar,tonne,7685.5
2012-05-30,us dollar,tonne,7545
2012-05-31,us dollar,tonne,7517
2012-06-01,us dollar,tonne,7364
2012-06-06,us dollar,tonne,7459.5
2012-06-07,us dollar,tonne,7480.5
2012-06-08,us dollar,tonne,7251.5
2012-06-11,us dollar,tonne,7396
2012-06-12,us dollar,tonne,7384
2012-06-13,us dollar,tonne,7397.5
2012-06-14,us dollar,tonne,7376.5
2012-06-15,us dollar,tonne,7521
2012-06-18,us dollar,tonne,7475.5
2012-06-19,us dollar,tonne,7505.5
2012-06-20,us dollar,tonne,7555.5
2012-06-21,us dollar,tonne,7426
2012-06-22,us dollar,tonne,7320
2012-06-25,us dollar,tonne,7342.5
2012-06-26,us dollar,tonne,7347
2012-06-27,us dollar,tonne,7354
2012-06-28,us dollar,tonne,7421
2012-06-29,us dollar,tonne,7604.5
2012-07-02,us dollar,tonne,7647.5
2012-07-03,us dollar,tonne,7777
2012-07-04,us dollar,tonne,7695.5
2012-07-05,us dollar,tonne,7761.5
2012-07-06,us dollar,tonne,7600
2012-07-09,us dollar,tonne,7520.5
2012-07-10,us dollar,tonne,7556
2012-07-11,us dollar,tonne,7525.5
2012-07-12,us dollar,tonne,7510
2012-07-13,us dollar,tonne,7689.5
2012-07-16,us dollar,tonne,7636
2012-07-17,us dollar,tonne,7671
2012-07-18,us dollar,tonne,7596
2012-07-19,us dollar,tonne,7765
2012-07-20,us dollar,tonne,7625
2012-07-23,us dollar,tonne,7387
2012-07-24,us dollar,tonne,7396
2012-07-25,us dollar,tonne,7441
2012-07-26,us dollar,tonne,7510.5
2012-07-27,us dollar,tonne,7555
2012-07-30,us dollar,tonne,7520
2012-07-31,us dollar,tonne,7581
2012-08-01,us dollar,tonne,7500
2012-08-02,us dollar,tonne,7386.5
2012-08-03,us dollar,tonne,7327
2012-08-06,us dollar,tonne,7400
2012-08-07,us dollar,tonne,7567
2012-08-08,us dollar,tonne,7525.5
2012-08-09,us dollar,tonne,7495.5
2012-08-10,us dollar,tonne,7430.5
2012-08-13,us dollar,tonne,7426.5
2012-08-14,us dollar,tonne,7407
2012-08-15,us dollar,tonne,7386
2012-08-16,us dollar,tonne,7386
2012-08-17,us dollar,tonne,7496
2012-08-20,us dollar,tonne,7433
2012-08-21,us dollar,tonne,7510
2012-08-22,us dollar,tonne,7571.5
2012-08-23,us dollar,tonne,7667.5
2012-08-24,us dollar,tonne,7600.5
2012-08-28,us dollar,tonne,7606
2012-08-29,us dollar,tonne,7524.5
2012-08-30,us dollar,tonne,7611
2012-08-31,us dollar,tonne,7576.5
2012-09-03,us dollar,tonne,7649.5
2012-09-04,us dollar,tonne,7640.5
2012-09-05,us dollar,tonne,7606.5
2012-09-06,us dollar,tonne,7670.5
2012-09-07,us dollar,tonne,7844
2012-09-10,us dollar,tonne,8032
2012-09-11,us dollar,tonne,8080
2012-09-12,us dollar,tonne,8100.5
2012-09-13,us dollar,tonne,8055.5
2012-09-14,us dollar,tonne,8400.5
2012-09-17,us dollar,tonne,8293
2012-09-18,us dollar,tonne,8224
2012-09-19,us dollar,tonne,8323
2012-09-20,us dollar,tonne,8202
2012-09-21,us dollar,tonne,8282
2012-09-24,us dollar,tonne,8155.5
2012-09-25,us dollar,tonne,8235.5
2012-09-26,us dollar,tonne,8130.5
2012-09-27,us dollar,tonne,8175
2012-09-28,us dollar,tonne,8267.5
2012-10-01,us dollar,tonne,8191.5
2012-10-02,us dollar,tonne,8340
2012-10-03,us dollar,tonne,8276
2012-10-04,us dollar,tonne,8325
2012-10-05,us dollar,tonne,8299
2012-10-08,us dollar,tonne,8133
2012-10-09,us dollar,tonne,8183
2012-10-10,us dollar,tonne,8124.5
2014-02-18,us dollar,tonne,7205
2014-02-19,us dollar,tonne,7220
2014-02-20,us dollar,tonne,7185
2014-02-21,us dollar,tonne,7211.5
2014-02-24,us dollar,tonne,7130
2014-02-25,us dollar,tonne,7115
2014-02-26,us dollar,tonne,7149
2014-02-27,us dollar,tonne,7095
2014-02-28,us dollar,tonne,7097.5
2014-03-03,us dollar,tonne,7032.5
2014-03-04,us dollar,tonne,7035
2014-03-05,us dollar,tonne,7102.5
2014-03-06,us dollar,tonne,7054.5
2014-03-07,us dollar,tonne,6930.5
2014-03-10,us dollar,tonne,6716
2014-03-11,us dollar,tonne,6720.5
2014-03-12,us dollar,tonne,6498
2014-03-13,us dollar,tonne,6495
2014-03-14,us dollar,tonne,6490
2014-03-17,us dollar,tonne,6550
2014-03-18,us dollar,tonne,6471.5
2014-03-19,us dollar,tonne,6446
2014-03-20,us dollar,tonne,6434.5
2014-03-21,us dollar,tonne,6539.5
2014-03-24,us dollar,tonne,6510
2014-03-25,us dollar,tonne,6559.5
2014-03-26,us dollar,tonne,6555
2014-03-27,us dollar,tonne,6581
2014-03-28,us dollar,tonne,6667
2014-03-31,us dollar,tonne,6636
2014-04-01,us dollar,tonne,6632
2014-04-02,us dollar,tonne,6713
2014-04-03,us dollar,tonne,6606
2014-04-04,us dollar,tonne,6677
2014-04-07,us dollar,tonne,6610.5
2014-04-08,us dollar,tonne,6652
2014-04-09,us dollar,tonne,6630.5
2014-04-10,us dollar,tonne,6637.5
2014-04-11,us dollar,tonne,6686
2014-04-14,us dollar,tonne,6645
2014-04-15,us dollar,tonne,6630
2014-04-16,us dollar,tonne,6600
2014-04-17,us dollar,tonne,6631
2014-04-22,us dollar,tonne,6628.5
2014-04-23,us dollar,tonne,6645
2014-04-24,us dollar,tonne,6731
2014-04-25,us dollar,tonne,6785.5
2014-04-28,us dollar,tonne,6782
2014-04-29,us dollar,tonne,6770
2014-04-30,us dollar,tonne,6724
2014-05-01,us dollar,tonne,6670.5
2014-05-02,us dollar,tonne,6699
2014-05-06,us dollar,tonne,6740
2014-05-07,us dollar,tonne,6688
2014-05-08,us dollar,tonne,6690.5
2014-05-09,us dollar,tonne,6770
2014-05-12,us dollar,tonne,6930
2014-05-13,us dollar,tonne,6884.5
2014-05-14,us dollar,tonne,6976.5
2014-05-15,us dollar,tonne,6949
2014-05-16,us dollar,tonne,6950
2014-05-19,us dollar,tonne,7009
2014-05-20,us dollar,tonne,6922.5
2014-05-21,us dollar,tonne,6841
2014-05-22,us dollar,tonne,6945.5
2014-05-23,us dollar,tonne,6991
2014-05-27,us dollar,tonne,7020
2014-05-28,us dollar,tonne,7035
2014-05-29,us dollar,tonne,6970
2014-05-30,us dollar,tonne,6995.5
2014-06-02,us dollar,tonne,7003
2014-06-03,us dollar,tonne,6930
2014-06-04,us dollar,tonne,6835
2014-06-05,us dollar,tonne,6800
2014-06-06,us dollar,tonne,6660.5
2014-06-09,us dollar,tonne,6667.5
2014-06-10,us dollar,tonne,6695.5
2014-06-11,us dollar,tonne,6689.5
2014-06-12,us dollar,tonne,6725
2014-06-13,us dollar,tonne,6671.5
2014-06-16,us dollar,tonne,6735
2014-06-17,us dollar,tonne,6711
2014-06-18,us dollar,tonne,6739
2014-06-19,us dollar,tonne,6730.5
2014-06-20,us dollar,tonne,6777.5
2014-06-23,us dollar,tonne,6901
2014-06-24,us dollar,tonne,6898.5
2014-06-25,us dollar,tonne,6890.5
2014-06-26,us dollar,tonne,6936.5
2014-06-27,us dollar,tonne,6976
2014-06-30,us dollar,tonne,6955
2014-07-01,us dollar,tonne,7015
2014-07-02,us dollar,tonne,7050
2014-07-03,us dollar,tonne,7121
2014-07-04,us dollar,tonne,7159
2014-07-07,us dollar,tonne,7120.5
2014-07-08,us dollar,tonne,7155
2014-07-09,us dollar,tonne,7173
2014-07-10,us dollar,tonne,7110
2014-07-11,us dollar,tonne,7151
2014-07-14,us dollar,tonne,7154.5
2014-07-15,us dollar,tonne,7102.5
2014-07-16,us dollar,tonne,7112
2014-07-17,us dollar,tonne,7030.5
2014-07-18,us dollar,tonne,7026.5
2014-07-21,us dollar,tonne,6989.5
2014-07-22,us dollar,tonne,7060.5
2014-07-23,us dollar,tonne,7065
2014-07-24,us dollar,tonne,7151
2014-07-25,us dollar,tonne,7183.5
2014-07-28,us dollar,tonne,7132
2014-07-29,us dollar,tonne,7116
2014-07-30,us dollar,tonne,7090
2014-07-31,us dollar,tonne,7135.5
2014-08-01,us dollar,tonne,7078
2014-08-04,us dollar,tonne,7104
2014-08-05,us dollar,tonne,7100.5
2014-08-06,us dollar,tonne,6995
2014-08-07,us dollar,tonne,6980.5
2014-08-08,us dollar,tonne,7020
2014-08-11,us dollar,tonne,7010.5
2014-08-12,us dollar,tonne,7025.5
2014-08-13,us dollar,tonne,6925.5
2014-08-14,us dollar,tonne,6886.5
2014-08-15,us dollar,tonne,6852.5
2014-08-18,us dollar,tonne,6910
2014-08-19,us dollar,tonne,6934.5
2014-08-20,us dollar,tonne,6922
2014-08-21,us dollar,tonne,7003
2014-08-22,us dollar,tonne,7088
2014-08-26,us dollar,tonne,7096
2014-08-27,us dollar,tonne,7051
2014-08-28,us dollar,tonne,7033
2014-08-29,us dollar,tonne,6995
2014-09-01,us dollar,tonne,6966.5
2014-09-02,us dollar,tonne,6965.5
2014-09-03,us dollar,tonne,6927
2014-09-04,us dollar,tonne,6967
2014-09-05,us dollar,tonne,6973
2014-09-08,us dollar,tonne,7040.5
2014-09-09,us dollar,tonne,6937
2014-09-10,us dollar,tonne,6897.5
2014-09-11,us dollar,tonne,6829
2014-09-12,us dollar,tonne,6856
2014-09-15,us dollar,tonne,6850
2014-09-16,us dollar,tonne,6895.5
2014-09-17,us dollar,tonne,6958.5
2014-09-18,us dollar,tonne,6920
2014-09-19,us dollar,tonne,6868.5
2014-09-22,us dollar,tonne,6782
2014-09-23,us dollar,tonne,6797
2014-09-24,us dollar,tonne,6750
2014-09-25,us dollar,tonne,6766
2014-09-26,us dollar,tonne,6771
2014-09-29,us dollar,tonne,6735.5
2014-09-30,us dollar,tonne,6736
2014-10-01,us dollar,tonne,6755
2014-10-02,us dollar,tonne,6693.5
2014-10-03,us dollar,tonne,6665
2014-10-06,us dollar,tonne,6712.5
2014-10-07,us dollar,tonne,6715
2014-10-08,us dollar,tonne,6755
2014-10-09,us dollar,tonne,6767
2014-10-10,us dollar,tonne,6697
2014-10-13,us dollar,tonne,6802
2014-10-14,us dollar,tonne,6780.5
2014-10-15,us dollar,tonne,6781
2014-10-16,us dollar,tonne,6630
2014-10-17,us dollar,tonne,6629
2014-10-20,us dollar,tonne,6615
2014-10-21,us dollar,tonne,6660
