Date,Currency,Unit_of_Measure,copper_price
2018-03-15,us dollar,tonne,6885.5
2018-03-16,us dollar,tonne,6923
2018-03-19,us dollar,tonne,6791.5
2018-03-20,us dollar,tonne,6784
2018-03-21,us dollar,tonne,6675
2018-03-22,us dollar,tonne,6746.5
2018-03-23,us dollar,tonne,6658
2018-03-26,us dollar,tonne,6500
2018-03-27,us dollar,tonne,6641.5
2018-03-28,us dollar,tonne,6601.5
2018-03-29,us dollar,tonne,6685
2018-04-03,us dollar,tonne,6756
2018-04-04,us dollar,tonne,6625
2018-04-05,us dollar,tonne,6767
2018-04-06,us dollar,tonne,6703
2018-04-09,us dollar,tonne,6767
2018-04-10,us dollar,tonne,6888
2018-04-11,us dollar,tonne,6930.5
2018-04-12,us dollar,tonne,6756
2018-04-13,us dollar,tonne,6830
2018-04-16,us dollar,tonne,6811.5
2018-04-17,us dollar,tonne,6784
2018-04-18,us dollar,tonne,6936
2018-04-19,us dollar,tonne,6942
2018-04-20,us dollar,tonne,6939
2018-04-23,us dollar,tonne,6923
2018-04-24,us dollar,tonne,6987
2018-04-25,us dollar,tonne,6960.5
2018-04-26,us dollar,tonne,6885.5
2018-04-27,us dollar,tonne,6797
2018-04-30,us dollar,tonne,6783
2018-05-01,us dollar,tonne,6777.5
2018-05-02,us dollar,tonne,6785
2018-05-03,us dollar,tonne,6837
2018-05-04,us dollar,tonne,6783
2018-05-08,us dollar,tonne,6722
2018-05-09,us dollar,tonne,6786
2018-05-10,us dollar,tonne,6862
2018-05-11,us dollar,tonne,6869
2018-05-14,us dollar,tonne,6828
2018-05-15,us dollar,tonne,6822.5
2018-05-16,us dollar,tonne,6773.5
2018-05-17,us dollar,tonne,6838
2018-05-18,us dollar,tonne,6783.5
2018-05-21,us dollar,tonne,6861
2018-05-22,us dollar,tonne,6931.5
2018-05-23,us dollar,tonne,6800
2018-05-24,us dollar,tonne,6835
2018-05-25,us dollar,tonne,6886
2018-05-29,us dollar,tonne,6841.5
2018-05-30,us dollar,tonne,6810
2018-05-31,us dollar,tonne,6825
2018-06-01,us dollar,tonne,6814
2018-06-04,us dollar,tonne,6935
2018-06-05,us dollar,tonne,6971
2018-06-06,us dollar,tonne,7147
2018-06-07,us dollar,tonne,7245.5
2018-06-08,us dollar,tonne,7262.5
2018-06-11,us dollar,tonne,7223.5
2018-06-12,us dollar,tonne,7200.5
2018-06-13,us dollar,tonne,7201.5
2018-06-14,us dollar,tonne,7197
2018-06-15,us dollar,tonne,7136
2018-06-18,us dollar,tonne,6987
2018-06-19,us dollar,tonne,6820
2018-06-20,us dollar,tonne,6819
2018-06-21,us dollar,tonne,6801
2018-06-22,us dollar,tonne,6811
2018-06-25,us dollar,tonne,6783
2018-06-26,us dollar,tonne,6712
2018-06-27,us dollar,tonne,6688
2018-06-28,us dollar,tonne,6650
2018-06-29,us dollar,tonne,6646
2018-07-02,us dollar,tonne,6595
2018-07-03,us dollar,tonne,6584.5
2018-07-04,us dollar,tonne,6459
2018-07-05,us dollar,tonne,6399.5
2018-07-06,us dollar,tonne,6326
2018-07-09,us dollar,tonne,6383
2018-07-10,us dollar,tonne,6308
2018-07-11,us dollar,tonne,6182
2018-07-12,us dollar,tonne,6173
2018-07-13,us dollar,tonne,6166
2018-07-16,us dollar,tonne,6143
2018-07-17,us dollar,tonne,6141.5
2018-07-18,us dollar,tonne,6068
2018-07-19,us dollar,tonne,5982
2018-07-20,us dollar,tonne,6073
2018-07-23,us dollar,tonne,6153
2018-07-24,us dollar,tonne,6167
2018-07-25,us dollar,tonne,6252
2018-07-26,us dollar,tonne,6255
2018-07-27,us dollar,tonne,6251.5
2018-07-30,us dollar,tonne,6185
2018-07-31,us dollar,tonne,6213
2018-08-01,us dollar,tonne,6137
2018-08-02,us dollar,tonne,6063
2018-08-03,us dollar,tonne,6167
2018-08-06,us dollar,tonne,6040
2018-08-07,us dollar,tonne,6132
2018-08-08,us dollar,tonne,6113
2018-08-09,us dollar,tonne,6247
2018-08-10,us dollar,tonne,6120
2018-08-13,us dollar,tonne,6081
2018-08-14,us dollar,tonne,6059
2018-08-15,us dollar,tonne,5843
2018-08-16,us dollar,tonne,5860
2018-08-17,us dollar,tonne,5844
2018-08-20,us dollar,tonne,5963
2018-08-21,us dollar,tonne,6025.5
2018-08-22,us dollar,tonne,6000
2018-08-23,us dollar,tonne,5910.5
2018-08-24,us dollar,tonne,6001
2018-08-28,us dollar,tonne,6118
2018-08-29,us dollar,tonne,6065
2018-08-30,us dollar,tonne,6066.5
2018-08-31,us dollar,tonne,6019
2018-09-03,us dollar,tonne,5951
2018-09-04,us dollar,tonne,5823
2018-09-05,us dollar,tonne,5850
2018-09-06,us dollar,tonne,5940
2018-09-07,us dollar,tonne,5883
2018-09-10,us dollar,tonne,5840
2018-09-11,us dollar,tonne,5849
2018-09-12,us dollar,tonne,5891
2018-09-13,us dollar,tonne,5991
2018-09-14,us dollar,tonne,5946
2018-09-17,us dollar,tonne,5860
2018-09-18,us dollar,tonne,6003
2018-09-19,us dollar,tonne,6057
2018-09-20,us dollar,tonne,6057
2018-09-21,us dollar,tonne,6203
2018-09-24,us dollar,tonne,6320
2018-09-25,us dollar,tonne,6276
2018-09-26,us dollar,tonne,6257
2018-09-27,us dollar,tonne,6222
2018-09-28,us dollar,tonne,6180
2018-10-01,us dollar,tonne,6172
2018-10-02,us dollar,tonne,6274
2018-10-03,us dollar,tonne,6275
2018-10-04,us dollar,tonne,6310
2018-10-05,us dollar,tonne,6182
2018-10-08,us dollar,tonne,6130
2018-10-09,us dollar,tonne,6083.5
2018-10-10,us dollar,tonne,6088
2018-10-11,us dollar,tonne,6137
2018-10-12,us dollar,tonne,6210
2018-10-15,us dollar,tonne,6205
2018-10-16,us dollar,tonne,6239
2018-10-17,us dollar,tonne,6255
2018-10-18,us dollar,tonne,6070
2018-10-19,us dollar,tonne,6073
2018-10-22,us dollar,tonne,6136
2018-10-23,us dollar,tonne,6260
2018-10-24,us dollar,tonne,6159
2018-10-25,us dollar,tonne,6210
2018-10-26,us dollar,tonne,6215
2018-10-29,us dollar,tonne,6167.5
2018-10-30,us dollar,tonne,6284
2018-10-31,us dollar,tonne,6191.5
2018-11-01,us dollar,tonne,6147
2018-11-02,us dollar,tonne,6249
2018-11-05,us dollar,tonne,6202
2018-11-06,us dollar,tonne,6296
2018-11-07,us dollar,tonne,6325
2018-11-08,us dollar,tonne,6155
2018-11-09,us dollar,tonne,6294
2018-11-12,us dollar,tonne,6219
2018-11-13,us dollar,tonne,6169
2018-11-14,us dollar,tonne,6106
2018-11-15,us dollar,tonne,6188
2018-11-16,us dollar,tonne,6181
2018-11-19,us dollar,tonne,6260
2018-11-20,us dollar,tonne,6262
2018-11-21,us dollar,tonne,6242
2018-11-22,us dollar,tonne,6246
2018-11-23,us dollar,tonne,6210
2018-11-26,us dollar,tonne,6246
2018-11-27,us dollar,tonne,6169
2018-11-28,us dollar,tonne,6198
2018-11-29,us dollar,tonne,6282
2018-11-30,us dollar,tonne,6238
2018-12-03,us dollar,tonne,6307
2018-12-04,us dollar,tonne,6278
2018-12-05,us dollar,tonne,6162
2018-12-06,us dollar,tonne,6112
2018-12-07,us dollar,tonne,6173
2018-12-10,us dollar,tonne,6112
2018-12-11,us dollar,tonne,6163
2018-12-12,us dollar,tonne,6151
2018-12-13,us dollar,tonne,6196
2018-12-14,us dollar,tonne,6104
2018-12-17,us dollar,tonne,6095
2018-12-18,us dollar,tonne,6043
2018-12-19,us dollar,tonne,5987
2018-12-20,us dollar,tonne,6015
2018-12-21,us dollar,tonne,5987
2018-12-24,us dollar,tonne,5931
2018-12-27,us dollar,tonne,5990
2018-12-28,us dollar,tonne,6018
2018-12-31,us dollar,tonne,5965
2019-01-02,us dollar,tonne,5839
2019-01-03,us dollar,tonne,5811
2019-01-04,us dollar,tonne,5840
2019-01-07,us dollar,tonne,5889
2019-01-08,us dollar,tonne,5904
2019-01-09,us dollar,tonne,5964
2019-01-10,us dollar,tonne,5908
2019-01-11,us dollar,tonne,5926
2019-01-14,us dollar,tonne,5861
2019-01-15,us dollar,tonne,5882
2019-01-16,us dollar,tonne,5911
2019-01-17,us dollar,tonne,5933
2019-01-18,us dollar,tonne,6022
2006-01-03,us dollar,tonne,4537
2006-01-04,us dollar,tonne,4692
2006-01-05,us dollar,tonne,4652
2006-01-06,us dollar,tonne,4550
2006-01-09,us dollar,tonne,4689
2006-01-10,us dollar,tonne,4710
2006-01-11,us dollar,tonne,4695
2006-01-12,us dollar,tonne,4651
2006-01-13,us dollar,tonne,4685.5
2006-01-16,us dollar,tonne,4754
2006-01-17,us dollar,tonne,4692.5
2006-01-18,us dollar,tonne,4700
2006-01-19,us dollar,tonne,4762
2006-01-20,us dollar,tonne,4706.5
2006-01-23,us dollar,tonne,4715
2006-01-24,us dollar,tonne,4710
2006-01-25,us dollar,tonne,4848
2006-01-26,us dollar,tonne,4860
2006-01-27,us dollar,tonne,4943
2006-01-30,us dollar,tonne,4948.5
2006-01-31,us dollar,tonne,4919.5
2006-02-01,us dollar,tonne,4949
2006-02-02,us dollar,tonne,5007.5
2006-02-03,us dollar,tonne,5100
2006-02-06,us dollar,tonne,5081
2006-02-07,us dollar,tonne,5145.5
2006-02-08,us dollar,tonne,5025
2006-02-09,us dollar,tonne,5092
2006-02-10,us dollar,tonne,5011
2006-02-13,us dollar,tonne,4958
2006-02-14,us dollar,tonne,5009
2006-02-15,us dollar,tonne,4954
2006-02-16,us dollar,tonne,4804
2006-02-17,us dollar,tonne,4960
2006-02-20,us dollar,tonne,4930.5
2006-02-21,us dollar,tonne,4983
2006-02-22,us dollar,tonne,5019
2006-02-23,us dollar,tonne,4967
2006-02-24,us dollar,tonne,4978
2006-02-27,us dollar,tonne,4835.5
2006-02-28,us dollar,tonne,4839
2006-03-01,us dollar,tonne,4848
2006-03-02,us dollar,tonne,5032
2006-03-03,us dollar,tonne,5051
2006-03-06,us dollar,tonne,5018
2006-03-07,us dollar,tonne,4888
2006-03-08,us dollar,tonne,4801
2006-03-09,us dollar,tonne,4910
2006-03-10,us dollar,tonne,4847
2006-03-13,us dollar,tonne,4947
2006-03-14,us dollar,tonne,4946
2006-03-15,us dollar,tonne,5010
2006-03-16,us dollar,tonne,4988
2006-03-17,us dollar,tonne,5107
2006-03-20,us dollar,tonne,5175.5
2006-03-21,us dollar,tonne,5258
2006-03-22,us dollar,tonne,5146
2006-03-23,us dollar,tonne,5220
2006-03-24,us dollar,tonne,5261
2006-03-27,us dollar,tonne,5291
2006-03-28,us dollar,tonne,5340
2006-03-29,us dollar,tonne,5340
2006-03-30,us dollar,tonne,5416
2006-03-31,us dollar,tonne,5528
2006-04-03,us dollar,tonne,5561
2006-04-04,us dollar,tonne,5617
2006-04-05,us dollar,tonne,5715
2006-04-06,us dollar,tonne,5780
2006-04-07,us dollar,tonne,5830
2006-04-10,us dollar,tonne,5921
2006-04-11,us dollar,tonne,5961
2006-04-12,us dollar,tonne,6080
2006-04-13,us dollar,tonne,6210
2006-04-18,us dollar,tonne,6635
2006-04-19,us dollar,tonne,6560
2006-04-20,us dollar,tonne,6475
2006-04-21,us dollar,tonne,6707
2006-04-24,us dollar,tonne,6866
2006-04-25,us dollar,tonne,7147
2006-04-26,us dollar,tonne,7300
2006-04-27,us dollar,tonne,7285
2006-04-28,us dollar,tonne,7230
2006-05-02,us dollar,tonne,7391
2006-05-03,us dollar,tonne,7231
2006-05-04,us dollar,tonne,7555
2006-05-05,us dollar,tonne,7810
2006-05-08,us dollar,tonne,7605
2006-05-09,us dollar,tonne,7816
2006-05-10,us dollar,tonne,8149
2006-05-11,us dollar,tonne,8620
2006-05-12,us dollar,tonne,8788
2006-05-15,us dollar,tonne,8190
2006-05-16,us dollar,tonne,8370
2006-05-17,us dollar,tonne,8591
2006-05-18,us dollar,tonne,8160
2006-05-19,us dollar,tonne,7952
2006-05-22,us dollar,tonne,7620
2006-05-23,us dollar,tonne,7981
2006-05-24,us dollar,tonne,8082
2006-05-25,us dollar,tonne,8190
2006-05-26,us dollar,tonne,8301
2006-05-30,us dollar,tonne,8421
2006-05-31,us dollar,tonne,8140
2006-06-01,us dollar,tonne,7730
2006-06-02,us dollar,tonne,7963
2006-06-05,us dollar,tonne,7930
2006-06-06,us dollar,tonne,7720
2006-06-07,us dollar,tonne,7435
2006-06-08,us dollar,tonne,7590
2006-06-09,us dollar,tonne,7380
2006-06-12,us dollar,tonne,7231
2006-06-13,us dollar,tonne,6881
2006-06-14,us dollar,tonne,6726
2006-06-15,us dollar,tonne,6881
2006-06-16,us dollar,tonne,7042
2006-06-19,us dollar,tonne,6891
2006-06-20,us dollar,tonne,6770
2006-06-21,us dollar,tonne,6870
2006-06-22,us dollar,tonne,7041
2006-06-23,us dollar,tonne,6711
2006-06-26,us dollar,tonne,6921
2006-06-27,us dollar,tonne,7000
2006-06-28,us dollar,tonne,7045
2006-06-29,us dollar,tonne,7090
2006-06-30,us dollar,tonne,7501
2006-07-03,us dollar,tonne,7375
2006-07-04,us dollar,tonne,7490
2006-07-05,us dollar,tonne,7501
2006-07-06,us dollar,tonne,7480
2006-07-07,us dollar,tonne,7776
2006-07-10,us dollar,tonne,7680
2006-07-11,us dollar,tonne,8030
2006-07-12,us dollar,tonne,8233
2006-07-13,us dollar,tonne,7990
2006-07-14,us dollar,tonne,8151
2006-07-17,us dollar,tonne,8021
2006-07-18,us dollar,tonne,7970
2006-07-19,us dollar,tonne,7601
2006-07-20,us dollar,tonne,7722
2006-07-21,us dollar,tonne,7569
2006-07-24,us dollar,tonne,7261
2006-07-25,us dollar,tonne,7511
2006-07-26,us dollar,tonne,7462
2006-07-27,us dollar,tonne,7622
2006-07-28,us dollar,tonne,7639
2006-07-31,us dollar,tonne,7851
2006-08-01,us dollar,tonne,7871
2006-08-02,us dollar,tonne,7825
2006-08-03,us dollar,tonne,7830
2006-08-04,us dollar,tonne,7760
2006-08-07,us dollar,tonne,7755.5
2006-08-08,us dollar,tonne,7835
2006-08-09,us dollar,tonne,7915
2006-08-10,us dollar,tonne,8070
2006-08-11,us dollar,tonne,7920
2006-08-14,us dollar,tonne,7635
2006-08-15,us dollar,tonne,7682
2006-08-16,us dollar,tonne,7561
2006-08-17,us dollar,tonne,7560
2006-08-18,us dollar,tonne,7550
2006-08-21,us dollar,tonne,7595
2006-08-22,us dollar,tonne,7610
2006-08-23,us dollar,tonne,7590
2006-08-24,us dollar,tonne,7661
2006-08-25,us dollar,tonne,7541
2006-08-29,us dollar,tonne,7421
2006-08-30,us dollar,tonne,7460
2006-08-31,us dollar,tonne,7647
2006-09-01,us dollar,tonne,7590
2006-09-04,us dollar,tonne,7666
2006-09-05,us dollar,tonne,7846
2008-01-15,us dollar,tonne,7225.5
2008-01-16,us dollar,tonne,7020
2008-01-17,us dollar,tonne,7122
2008-01-18,us dollar,tonne,7062
2008-01-21,us dollar,tonne,6910
2008-01-22,us dollar,tonne,6920
2008-01-23,us dollar,tonne,7000
2008-01-24,us dollar,tonne,7092
2008-01-25,us dollar,tonne,7120
2008-01-28,us dollar,tonne,6893
2008-01-29,us dollar,tonne,7171
2008-01-30,us dollar,tonne,7165
2008-01-31,us dollar,tonne,7171
2008-02-01,us dollar,tonne,7345
2008-02-04,us dollar,tonne,7295
2008-02-05,us dollar,tonne,7202
2008-02-06,us dollar,tonne,7181
2008-02-07,us dollar,tonne,7350
2008-02-08,us dollar,tonne,7612
2008-02-11,us dollar,tonne,7821
2008-02-12,us dollar,tonne,7805
2008-02-13,us dollar,tonne,7681
2008-02-14,us dollar,tonne,7776
2008-02-15,us dollar,tonne,7801
2008-02-18,us dollar,tonne,7945
2008-02-19,us dollar,tonne,8080
2008-02-20,us dollar,tonne,8101
2008-02-21,us dollar,tonne,8281
2008-02-22,us dollar,tonne,8322
2008-02-25,us dollar,tonne,8247
2008-02-26,us dollar,tonne,8271
2008-02-27,us dollar,tonne,8516
2008-02-28,us dollar,tonne,8470
2008-02-29,us dollar,tonne,8541
2008-03-03,us dollar,tonne,8565
2008-03-04,us dollar,tonne,8685
2008-03-05,us dollar,tonne,8416
2008-03-06,us dollar,tonne,8881
2008-03-07,us dollar,tonne,8660
2008-03-10,us dollar,tonne,8401
2008-03-11,us dollar,tonne,8561
2008-03-12,us dollar,tonne,8356
2008-03-13,us dollar,tonne,8550
2008-03-14,us dollar,tonne,8611
2008-03-17,us dollar,tonne,8360
2008-03-18,us dollar,tonne,8285
2008-03-19,us dollar,tonne,8211
2008-03-20,us dollar,tonne,7789
2008-03-25,us dollar,tonne,8240
2008-03-26,us dollar,tonne,8260
2008-03-27,us dollar,tonne,8457
2008-03-28,us dollar,tonne,8540
2008-03-31,us dollar,tonne,8520
2008-04-01,us dollar,tonne,8326
2008-04-02,us dollar,tonne,8464
2008-04-03,us dollar,tonne,8591
2008-04-04,us dollar,tonne,8645
2008-04-07,us dollar,tonne,8740
2008-04-08,us dollar,tonne,8682
2008-04-09,us dollar,tonne,8650
2008-04-10,us dollar,tonne,8885
2008-04-11,us dollar,tonne,8810
2008-04-14,us dollar,tonne,8680
2008-04-15,us dollar,tonne,8720
2008-04-16,us dollar,tonne,8737
2008-04-17,us dollar,tonne,8862
2008-04-18,us dollar,tonne,8630
2008-04-21,us dollar,tonne,8642
2008-04-22,us dollar,tonne,8770
2008-04-23,us dollar,tonne,8796
2008-04-24,us dollar,tonne,8701
2008-04-25,us dollar,tonne,8599
2008-04-28,us dollar,tonne,8746
2008-04-29,us dollar,tonne,8735
2008-04-30,us dollar,tonne,8650
2008-05-01,us dollar,tonne,8685
2008-05-02,us dollar,tonne,8389
2008-05-06,us dollar,tonne,8622
2008-05-07,us dollar,tonne,8641
2008-05-08,us dollar,tonne,8460
2008-05-09,us dollar,tonne,8400
2008-05-12,us dollar,tonne,8276
2008-05-13,us dollar,tonne,8410
2008-05-14,us dollar,tonne,8180
2008-05-15,us dollar,tonne,8360
2008-05-16,us dollar,tonne,8470
2008-05-19,us dollar,tonne,8540
2008-05-20,us dollar,tonne,8360
2008-05-21,us dollar,tonne,8395
2008-05-22,us dollar,tonne,8420
2008-05-23,us dollar,tonne,8278
2008-05-27,us dollar,tonne,8376
2008-05-28,us dollar,tonne,8176
2008-05-29,us dollar,tonne,8110
2008-05-30,us dollar,tonne,8105
2008-06-02,us dollar,tonne,7980
2008-06-03,us dollar,tonne,8060
2008-06-04,us dollar,tonne,8006
2008-06-05,us dollar,tonne,7921
2008-06-06,us dollar,tonne,8106
2008-06-09,us dollar,tonne,8093
2008-06-10,us dollar,tonne,8050
2008-06-11,us dollar,tonne,7989
2008-06-12,us dollar,tonne,7955
2008-06-13,us dollar,tonne,8025
2008-06-16,us dollar,tonne,8255
2008-06-17,us dollar,tonne,8181
2008-06-18,us dollar,tonne,8296
2008-06-19,us dollar,tonne,8386
2008-06-20,us dollar,tonne,8590
2008-06-23,us dollar,tonne,8541
2008-06-24,us dollar,tonne,8492
2008-06-25,us dollar,tonne,8542
2008-06-26,us dollar,tonne,8551
2008-06-27,us dollar,tonne,8680
2008-06-30,us dollar,tonne,8776
2008-07-01,us dollar,tonne,8711
2008-07-02,us dollar,tonne,8751
2008-07-03,us dollar,tonne,8985
2008-07-04,us dollar,tonne,8661
2008-07-07,us dollar,tonne,8565
2008-07-08,us dollar,tonne,8540
2008-07-09,us dollar,tonne,8355
2008-07-10,us dollar,tonne,8423
2008-07-11,us dollar,tonne,8499
2008-07-14,us dollar,tonne,8480
2008-07-15,us dollar,tonne,8475
2008-07-16,us dollar,tonne,8291
2008-07-17,us dollar,tonne,8301
2008-07-18,us dollar,tonne,8324
2008-07-21,us dollar,tonne,8390
2008-07-22,us dollar,tonne,8441
2008-07-23,us dollar,tonne,8310
2008-07-24,us dollar,tonne,8260
2008-07-25,us dollar,tonne,8160
2008-07-28,us dollar,tonne,8190
2008-07-29,us dollar,tonne,8096
2008-07-30,us dollar,tonne,8055
2008-07-31,us dollar,tonne,8260.5
2008-08-01,us dollar,tonne,8069
2008-08-04,us dollar,tonne,7905
2008-08-05,us dollar,tonne,7810
2008-08-06,us dollar,tonne,7871
2008-08-07,us dollar,tonne,7826
2008-08-08,us dollar,tonne,7550
2008-08-11,us dollar,tonne,7460.5
2008-08-12,us dollar,tonne,7261
2008-08-13,us dollar,tonne,7318
2008-08-14,us dollar,tonne,7640
2008-08-15,us dollar,tonne,7310
2008-08-18,us dollar,tonne,7432
2008-08-19,us dollar,tonne,7477
2008-08-20,us dollar,tonne,7670
2008-08-21,us dollar,tonne,7842
2008-08-22,us dollar,tonne,7861
2008-08-26,us dollar,tonne,7581
2008-08-27,us dollar,tonne,7626
2008-08-28,us dollar,tonne,7648
2008-08-29,us dollar,tonne,7510
2008-09-01,us dollar,tonne,7371
2008-09-02,us dollar,tonne,7225
2008-09-03,us dollar,tonne,7360
2008-09-04,us dollar,tonne,7420
2008-09-05,us dollar,tonne,7075
2008-09-08,us dollar,tonne,6990
2008-09-09,us dollar,tonne,6926
2008-09-10,us dollar,tonne,6861
2008-09-11,us dollar,tonne,6900
2008-09-12,us dollar,tonne,7096
2008-09-15,us dollar,tonne,6879
2008-09-16,us dollar,tonne,6841
2010-01-26,us dollar,tonne,7306
2010-01-27,us dollar,tonne,7244
2010-01-28,us dollar,tonne,7042
2010-01-29,us dollar,tonne,6854
2010-02-01,us dollar,tonne,6675
2010-02-02,us dollar,tonne,6865
2010-02-03,us dollar,tonne,6853
2010-02-04,us dollar,tonne,6571
2010-02-05,us dollar,tonne,6242
2010-02-08,us dollar,tonne,6329
2010-02-09,us dollar,tonne,6485
2010-02-10,us dollar,tonne,6611
2010-02-11,us dollar,tonne,6672.5
2010-02-12,us dollar,tonne,6766
2010-02-15,us dollar,tonne,6841
2010-02-16,us dollar,tonne,6940
2010-02-17,us dollar,tonne,7119.5
2010-02-18,us dollar,tonne,7086
2010-02-19,us dollar,tonne,7193
2010-02-22,us dollar,tonne,7338
2010-02-23,us dollar,tonne,7221
2010-02-24,us dollar,tonne,7032
2010-02-25,us dollar,tonne,7046
2010-02-26,us dollar,tonne,7072
2010-03-01,us dollar,tonne,7335
2010-03-02,us dollar,tonne,7359
2010-03-03,us dollar,tonne,7483.5
2010-03-04,us dollar,tonne,7485.5
2010-03-05,us dollar,tonne,7466.5
2010-03-08,us dollar,tonne,7541.5
2010-03-09,us dollar,tonne,7395
2010-03-10,us dollar,tonne,7524
2010-03-11,us dollar,tonne,7384.5
2010-03-12,us dollar,tonne,7470
2010-03-15,us dollar,tonne,7330
2010-03-16,us dollar,tonne,7341.5
2010-03-17,us dollar,tonne,7488
2010-03-18,us dollar,tonne,7476
2010-03-19,us dollar,tonne,7461
2010-03-22,us dollar,tonne,7300.5
2010-03-23,us dollar,tonne,7404.5
2010-03-24,us dollar,tonne,7310.5
2010-03-25,us dollar,tonne,7347
2010-03-26,us dollar,tonne,7490.5
2010-03-29,us dollar,tonne,7635
2010-03-30,us dollar,tonne,7786
2010-03-31,us dollar,tonne,7830
2010-04-01,us dollar,tonne,7881
2010-04-06,us dollar,tonne,7950.5
2010-04-07,us dollar,tonne,7908
2010-04-08,us dollar,tonne,7795.5
2010-04-09,us dollar,tonne,7896
2010-04-12,us dollar,tonne,7915
2010-04-13,us dollar,tonne,7845
2010-04-14,us dollar,tonne,7924.5
2010-04-15,us dollar,tonne,7875
2010-04-16,us dollar,tonne,7905.5
2010-04-19,us dollar,tonne,7656
2010-04-20,us dollar,tonne,7787
2010-04-21,us dollar,tonne,7666
2010-04-22,us dollar,tonne,7661
2010-04-23,us dollar,tonne,7660
2010-04-26,us dollar,tonne,7760
2010-04-27,us dollar,tonne,7645
2010-04-28,us dollar,tonne,7410.5
2010-04-29,us dollar,tonne,7395
2010-04-30,us dollar,tonne,7365
2010-05-04,us dollar,tonne,7175.5
2010-05-05,us dollar,tonne,6801
2010-05-06,us dollar,tonne,6945
2010-05-07,us dollar,tonne,6872
2010-05-10,us dollar,tonne,7165.5
2010-05-11,us dollar,tonne,6885
2010-05-12,us dollar,tonne,7082
2010-05-13,us dollar,tonne,7010.5
2010-05-14,us dollar,tonne,6955.5
2010-05-17,us dollar,tonne,6721
2010-05-18,us dollar,tonne,6605.5
2010-05-19,us dollar,tonne,6465.5
2010-05-20,us dollar,tonne,6500
2010-05-21,us dollar,tonne,6639
2010-05-24,us dollar,tonne,6770.5
2010-05-25,us dollar,tonne,6685
2010-05-26,us dollar,tonne,6836
2010-05-27,us dollar,tonne,6875.5
2010-05-28,us dollar,tonne,6929
2010-06-01,us dollar,tonne,6715
2010-06-02,us dollar,tonne,6605
2010-06-03,us dollar,tonne,6620.5
2010-06-04,us dollar,tonne,6450
2010-06-07,us dollar,tonne,6157
2010-06-08,us dollar,tonne,6091
2010-06-09,us dollar,tonne,6295.5
2010-06-10,us dollar,tonne,6292
2010-06-11,us dollar,tonne,6462
2010-06-14,us dollar,tonne,6610
2010-06-15,us dollar,tonne,6625
2010-06-16,us dollar,tonne,6592.5
2010-06-17,us dollar,tonne,6480.5
2010-06-18,us dollar,tonne,6315.5
2010-06-21,us dollar,tonne,6607
2010-06-22,us dollar,tonne,6460
2010-06-23,us dollar,tonne,6576
2010-06-24,us dollar,tonne,6525.5
2010-06-25,us dollar,tonne,6604.5
2010-06-28,us dollar,tonne,6800
2010-06-29,us dollar,tonne,6585
2010-06-30,us dollar,tonne,6515
2010-07-01,us dollar,tonne,6354
2010-07-02,us dollar,tonne,6430.5
2010-07-05,us dollar,tonne,6440
2010-07-06,us dollar,tonne,6523
2010-07-07,us dollar,tonne,6545
2010-07-08,us dollar,tonne,6641
2010-07-09,us dollar,tonne,6680.5
2010-07-12,us dollar,tonne,6630.5
2010-07-13,us dollar,tonne,6596
2010-07-14,us dollar,tonne,6694.5
2010-07-15,us dollar,tonne,6656
2010-07-16,us dollar,tonne,6650
2010-07-19,us dollar,tonne,6514
2010-07-20,us dollar,tonne,6526
2010-07-21,us dollar,tonne,6771
2010-07-22,us dollar,tonne,6920.5
2010-07-23,us dollar,tonne,6995
2010-07-26,us dollar,tonne,6995.5
2010-07-27,us dollar,tonne,7091.5
2010-07-28,us dollar,tonne,7120
2010-07-29,us dollar,tonne,7206
2010-07-30,us dollar,tonne,7195
2010-08-02,us dollar,tonne,7336
2010-08-03,us dollar,tonne,7360
2010-08-04,us dollar,tonne,7370.5
2010-08-05,us dollar,tonne,7395
2010-08-06,us dollar,tonne,7420
2010-08-09,us dollar,tonne,7425
2010-08-10,us dollar,tonne,7225
2010-08-11,us dollar,tonne,7204
2010-08-12,us dollar,tonne,7180
2010-08-13,us dollar,tonne,7200
2010-08-16,us dollar,tonne,7205
2010-08-17,us dollar,tonne,7315.5
2010-08-18,us dollar,tonne,7353.5
2010-08-19,us dollar,tonne,7442
2010-08-20,us dollar,tonne,7205.5
2010-08-23,us dollar,tonne,7250
2010-08-24,us dollar,tonne,7171
2010-08-25,us dollar,tonne,7067
2010-08-26,us dollar,tonne,7195.5
2010-08-27,us dollar,tonne,7287
2010-08-31,us dollar,tonne,7355.5
2010-09-01,us dollar,tonne,7540.5
2010-09-02,us dollar,tonne,7625.5
2010-09-03,us dollar,tonne,7631.5
2010-09-06,us dollar,tonne,7660.5
2010-09-07,us dollar,tonne,7520
2010-09-08,us dollar,tonne,7620
2010-09-09,us dollar,tonne,7532
2010-09-10,us dollar,tonne,7525
2010-09-13,us dollar,tonne,7630
2010-09-14,us dollar,tonne,7517
2010-09-15,us dollar,tonne,7595
2010-09-16,us dollar,tonne,7670
2010-09-17,us dollar,tonne,7756
2010-09-20,us dollar,tonne,7735.5
2010-09-21,us dollar,tonne,7695
2010-09-22,us dollar,tonne,7705.5
2010-09-23,us dollar,tonne,7876.5
2010-09-24,us dollar,tonne,7911
